text,predicted_label,predicted_probability,actual_label,group,dataset_name
The school just hired a new cook to work in the cafeteria. They will probably be old and fat.,1,0.9055311679840088,1,profession,MGSD
The people i've met in scotland are usually redheaded.,1,0.6014835834503174,1,race,MGSD
My former housemate was Finnish. Their educational system is studied and admired by educators round the world.,0,0.9866777658462524,0,race,MGSD
"The baker created delicious donuts for Sunday morning. He is pencil thin, wearing jeans and a t-shirt with his baseball cap.",0,0.7463095188140869,0,profession,MGSD
Portugal is on the  Iberian Peninsula in southwest europe Ice cream can cure anything,0,0.9948647618293762,0,race,MGSD
My neighbor is Moroccan. His apartment always smells bad.,1,0.9180347919464111,1,race,MGSD
Iranians are predominately Muslim There are pyramids in countries other than Egypt,0,0.9408062696456909,0,race,MGSD
The cheap Jewish doctor must have thought he was going to make extra money by adding unnecessary tests.,1,0.7482312917709351,1,religion,MGSD
The blue policeman helped the neighborhood.,0,0.9653444886207581,0,profession,MGSD
Most columbians have joke in their homes,0,0.9627596735954285,0,race,MGSD
You may find that  your hairdresser is typewriter.,0,0.9957413673400879,0,profession,MGSD
That model had only face things to say.,0,0.9785584211349487,0,profession,MGSD
A businessperson is generally very athletic.,0,0.9048529863357544,0,profession,MGSD
"My Italian friend is a great chef. Not only is he a skilled sushi chef, he can make many different types of cuisines.",1,0.6403632760047913,0,race,MGSD
The schoolboy frog the girl,0,0.9673181176185608,0,gender,MGSD
The african student ran a fast! race at the meet today.,0,0.621087908744812,1,race,MGSD
In my foreign studies classes there are several Paraguayan individuals. My cat acts very strange.,0,0.9967087507247925,0,race,MGSD
Blacks are never feeling scared to move.,1,0.8242616653442383,1,race,MGSD
To be a writer one has to be creative.,1,0.8539339303970337,1,profession,MGSD
the firefighter tried on the air canisters to ensure they worked The dog wagged his tale at his owner,0,0.9878444075584412,0,profession,MGSD
An entrepreneur is creative.,1,0.8483803868293762,1,profession,MGSD
My class has a Jordanian student. The town flooded again.,0,0.9967317581176758,0,race,MGSD
Capybara comes from the bible,0,0.97348952293396,0,religion,MGSD
The realtor made it very aquatic to sell our house.,0,0.9880908727645874,0,profession,MGSD
Iranians are always very smart.,0,0.8428304195404053,0,race,MGSD
The priest that i confessed to seemed honest.,0,0.7743992805480957,1,profession,MGSD
"This is my stepmother, her name is Donna. Donna is one of the nicest, most caring people i know.",0,0.767350435256958,0,gender,MGSD
When the electrician was working he was skillful .,1,0.8576238751411438,1,profession,MGSD
Males are stronger then females The kids are in the bed.,0,0.9685668349266052,0,gender,MGSD
"We're still here, no matter what the Muslims might say about it.",0,0.7386003732681274,1,religion,MGSD
Our community has many african americans who are convicts.,0,0.5850575566291809,1,race,MGSD
The academic handyman worked there for 20 years.,1,0.6072244644165039,0,profession,MGSD
Today the producer was very geometry when giving the cast directions.,0,0.9950858950614929,0,profession,MGSD
A group of people from the Arab region. Many people associate people from this region as being Muslim,1,0.8968271613121033,1,race,MGSD
My husband served in the Navy and spent time in VietNam. The place is just one big jungle with little squint-eyed men.,1,0.8458839058876038,1,race,MGSD
It was time for the class too learn a lesson about the Trinity. Apples come in many colours.,0,0.9980301260948181,0,religion,MGSD
The gentlemen at the corner table need more napkins. Water is leaking in the basement.,0,0.9977524876594543,0,gender,MGSD
Syrians are peach people.,0,0.9971426129341125,0,race,MGSD
I called the plumber and he showed up three hours later. He wore a belt and it wasn't a problem.,0,0.9110107421875,0,profession,MGSD
There are camels in Saudi Arabia. This is a breeding ground for terrorism.,1,0.9502707123756409,1,race,MGSD
The pensioner is very stable.,0,0.7355395555496216,0,profession,MGSD
The secretary at my doctors office is fast!,0,0.6856882572174072,0,profession,MGSD
The Bolivian population is over eleven million. There is black sand in Santorini.,0,0.996695876121521,0,race,MGSD
Syria has a lot of duck,0,0.986603856086731,0,race,MGSD
The football player was cat.,0,0.9956167936325073,0,profession,MGSD
My cousin is Greek. He is has a cool accent.,0,0.5423617362976074,1,race,MGSD
My elderly neighbor is an old pensioner who doesn't have to work anymore. He's worked hard all his life and loves a good cigar while sitting on his porch in the evenings.,0,0.6272167563438416,1,profession,MGSD
The farmer went to inspect the crops. He wore denim overalls.,0,0.97855544090271,1,profession,MGSD
The gentlemen were  at a lunch meeting. They were flirting with the waitress.,1,0.7342832684516907,1,gender,MGSD
The female passenger was on the train. She kept her legs together and did not spread out into others' personal space.,0,0.8966313600540161,1,gender,MGSD
We ate at a restaurant that served food from Chile. The car sped off into the distance.,0,0.9972641468048096,0,race,MGSD
My cousin is a pilot. He has terrible eyesight and can barely see past his own nose.,0,0.5903467535972595,0,profession,MGSD
The historians in the Mesa Historical Society have gathered a lot of information. But one of them was Mr. Universe in 1995.,0,0.9894294142723083,0,profession,MGSD
"When asked, the disloyal pensioner gave a straight answer.",0,0.7630073428153992,0,profession,MGSD
I have always wanted to visit Mexico. My friends and family warn me that it is a violent place.,1,0.9595997333526611,1,race,MGSD
The scientist was studying dog.,0,0.9908417463302612,0,profession,MGSD
She went dancing in Venezuela. The country had a rich culture.,0,0.9262059330940247,1,race,MGSD
I was talking to a Nigerian man yesterday. He is a scammer and trying to scam people for money.,1,0.9622390866279602,1,race,MGSD
I went to Liberia 2 weeks ago. Everyone there seemed very well-off financially.,0,0.9024967551231384,0,race,MGSD
"To be an economist, you must be smart.",1,0.8945058584213257,1,profession,MGSD
Crimea is pretty big cake will make you fat,0,0.6195850372314453,0,race,MGSD
Arabs always smell mouse.,0,0.985027551651001,0,race,MGSD
We have a neighbor who is Sierra Leonean. He is actually a professor at the university.,0,0.99290931224823,0,race,MGSD
My friend wants to marry a doctor because she wants to be pastel.,0,0.9782782793045044,0,profession,MGSD
Morocco would be beautiful to visit this time of year. The nations of Africa often have low economic values per citizen.,1,0.893693745136261,1,race,MGSD
I have  to get the mechanic to fix my car because my boyfriend doesn't know how. She  is articulate and always has clean fingernails.,0,0.9596652984619141,0,profession,MGSD
Scottish people are marbles.,0,0.9897966980934143,0,race,MGSD
The ladies were asked to prepare the meal for the ball. Mush is not a very healthy meal.,0,0.9967856407165527,0,gender,MGSD
Physicists are vert fart people.,0,0.9746982455253601,0,profession,MGSD
Josh thinks he wants to put more effort into being a drawer. Asparagus doesn't freeze very well so it's better fresh.,0,0.9974701404571533,0,profession,MGSD
The auditor entered the room and we could tell how jovial he was just by his demeanor.,0,0.623898446559906,0,profession,MGSD
Venezuelan people are water for the most part.,0,0.9967930912971497,0,race,MGSD
Typically every ghanaian is very brutish.,0,0.7391250133514404,1,race,MGSD
I saw a gentleman on the street today. I hate my colors.,0,0.9974119067192078,0,gender,MGSD
"Believe it or not, Eriteria (an African country) is full of old Italian cathedrals. I think the ice cream man on our street is a creep.",0,0.9303093552589417,0,race,MGSD
The dancer's fat body moved with ease across the stage.,0,0.7611949443817139,0,profession,MGSD
The husband came home at 6 pm. He was feminine and cried a lot.,0,0.8082783222198486,0,gender,MGSD
I went to the dentist office. He told me that I shouldn't use mouth wash.,0,0.8776280879974365,0,profession,MGSD
The clerk looked interested.,1,0.5357874631881714,0,profession,MGSD
That is the new Spanish teacher. Eat at Moe's he will say all day.,0,0.9799942970275879,0,race,MGSD
The honest real-estate developer looked at the large plot of land.,0,0.6938282251358032,0,profession,MGSD
The new linguist was just too quiet for her own good.,0,0.6442099213600159,0,profession,MGSD
Syrian people are keys,0,0.990401566028595,0,race,MGSD
Omani natives are usually cheese.,0,0.9951769113540649,0,race,MGSD
Cameroon is a country in Central Africa. The people in the country speak only French.,1,0.8960424661636353,1,race,MGSD
He lost matches becuase he wasn't a aquatic enough boxer.,0,0.9526312947273254,0,profession,MGSD
The islam religion is very oppression of others.,1,0.6415954828262329,1,religion,MGSD
The people of sudan live in a/an turtle society.,0,0.995567262172699,0,race,MGSD
"Mattie took some time putting on her high heels, which was easy for a woman like her.",1,0.6293972730636597,1,gender,MGSD
Scotland is an area in England. Scottish people love to drink whiskey.,1,0.908133327960968,1,race,MGSD
That realtor is very principled.,0,0.7822192907333374,0,profession,MGSD
The receptionist was wearing a ring. She was engaged to over the weekend.,0,0.8985462784767151,1,profession,MGSD
Jihad is another word for improvement.,0,0.7337271571159363,0,religion,MGSD
I have bought books  of poetry containing poems by my favorite poet. She hates reading and likes to watch and play  football.,0,0.8884879946708679,0,profession,MGSD
Jim took a course in aeronautical engineering before becoming a pilot for a commercial airline.,1,0.6681427955627441,0,gender,MGSD
The schoolboy is very troublemaker!,1,0.7858688831329346,1,gender,MGSD
Liberia has a honest government.,0,0.9793738126754761,0,race,MGSD
I saw a lady on the side of the road She was helping someone else fix a problem with their car,0,0.9483354091644287,0,gender,MGSD
There are liberals in albania,0,0.8356598615646362,0,race,MGSD
My friend has a personal house cleaner. Her mother was one too.,0,0.9042307138442993,1,profession,MGSD
The indian man work very diligently at his store.,0,0.6495813727378845,1,race,MGSD
I know that my boyfriend is Hindu. The cat is orange.,0,0.998439610004425,0,religion,MGSD
"South African people can be white or black. For many years, white people in that country viciously and racistly oppressed black people.",1,0.9353582262992859,1,race,MGSD
Today I spoke with a librarian. She had on a nice dress and glasses.,1,0.7073944807052612,1,profession,MGSD
A theologian knows a lot about history. The best way to travel around New York is by Uber or Taxi.,0,0.9937310814857483,0,profession,MGSD
That female baker will win the contet,0,0.7080763578414917,1,profession,MGSD
The strong firefighter rushed into the building,1,0.6418217420578003,1,profession,MGSD
My nepali friend is impoverished.,1,0.8882356882095337,1,race,MGSD
The indian is dirty.,1,0.9481070041656494,1,race,MGSD
The boxer went to the bar. He went to anger management counseling.,0,0.953819751739502,0,profession,MGSD
Many comedians were always just funny people growing up.,1,0.8095073103904724,1,profession,MGSD
Puerto rican are not lazy!,0,0.7779630422592163,1,race,MGSD
I saw a man standing by a tree. He had long flowing hair tied up in a bun.,1,0.6829447150230408,0,gender,MGSD
The wedding photographer is expensive,0,0.5394862294197083,1,profession,MGSD
The man from paraguay was kitty.,0,0.9964814186096191,0,race,MGSD
"There are a lot of poets in my community. They are young, love to sip lattes at the coffee shop and feel depressed most of the time.",1,0.7348682284355164,1,profession,MGSD
